,Date of Sale,Product,Product Category,Quantity,Total Price,Total Profit,Payment Type,Customer Age Category,Customer Location,Customer ID,Customer Gender
208,2024-02-15,Tan Leather Woven Slingbacks,Men → Shoes,1,€43.00,€19.35,Credit Card,35-44,Cork,10378,Female
209,2024-02-15,Lunar Cirque Blouse,Women → Tops,2,€43.20,€24.00,Credit Card,35-44,Louth,7997,Female
210,2024-02-15,Blue Floral Embroidered Mac,Children → Girls Wear,1,€35.00,€17.85,Debit Card,55-64,Kildare,5744,Male
211,2024-02-15,Black Loose Fit Jeans with Stretch,Men → Jeans,1,€29.00,€11.60,Credit Card,18-24,Dublin,7069,Male
212,2024-02-15,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,€29.00,€11.02,Debit Card,25-34,Dublin,6139,Male
213,2024-02-16,White Short Sleeve Geo Print Shirt,Men → Shirts,1,€24.30,€7.56,Credit Card,25-34,Dublin,7097,Female
214,2024-02-16,White Polo Two Pack,Children → Girls Wear,1,€7.50,€3.83,Credit Card,25-34,Dublin,2453,Male
215,2024-02-16,Pink Cheque Shirt Dress,Children → Girls Wear,1,€16.50,€8.41,PayPal,25-34,Kilkenny,5212,Female
216,2024-02-16,White Tie and Shirt Set,Men → Shirts,5,€157.50,€49.00,PayPal,55-64,Wexford,11212,Male
217,2024-02-16,White Polo Two Pack,Children → Girls Wear,2,€15.00,€7.65,Debit Card,25-34,Dublin,5772,Female
218,2024-02-16,Grey Marl Panda Face Crew,Children → Boys Wear,3,€34.50,€17.59,Debit Card,25-34,Dublin,8925,Male
219,2024-02-17,Dark Ink Slim Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Debit Card,25-34,Louth,1331,Male
220,17 Feb 2024,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,2,€35.00,€17.85,Debit Card,25-34,Galway,16222,Female
221,2024-02-17,Mola Headlamp,Homeware → Design,1,€ 43.00,€17.20,Credit Card,25-34,Kerry,2322,Male
222,2024-02-17,Pink Cheque Shirt Dress,Children → Girls Wear,1,€16.50,€8.41,Credit Card,35-44,Limerick,18169,Female
223,2024-02-17,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,€29.00,€11.02,CC,None,Roscommon,1497,Female
224,17 Feb 2024,Light Grey Straight Fit Jeans,Men → Jeans,2,€58.00,€23.20,Debit Card,45-54,Dublin,8203,Female
225,2024-02-18,Dark Wash Straight Fit Jeans,Men → Jeans,1,€33.00,€13.20,Credit Card,35-44,Dublin,6341,Male
226,2024-02-18,Rose Gold Two Tier Drainer,Homeware → Design,2,€62.00,€24.80,Credit Card,25-34,Dublin,5781,Male
227,18 Feb 2024,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,1,€18.50,€9.44,Credit Card,35-44,Kilkenny,14800,Female
228,2024-02-18,Light Blue Ditsy Slub Dress,Women → Dresses,1,€22.50,€11.25,Debit Card,65+,Dublin,12103,Female
229,2024-02-18,Nude Peep Toe Cork Wedges,Men → Shoes,1,€44.00,€19.80,Debit Card,65+,Carlow,8756,Male
230,2024-02-19,Dark Wash Straight Fit Jeans,Men → Jeans,1,€33.00,€13.20,Debit Card,18-24,Dublin,8600,Male
231,19 Feb 2024,Cydney Plaid Shirt,Women → Tops,2,€102.60,€57.00,Credit Card,18-24,Dublin,5428,Male
232,2024-02-19,Mola Headlamp,Homeware → Design,2,€86.00,€34.40,Credit Card,25-34,Dublin,5523,Female
233,20 Feb 2024,Metallic Cross Strap Block Heels,Women → Shoes,1,€58.50,€22.75,PayPal,18-24,Clare,4029,Male
234,2024-02-20,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,2,€35.00,€17.85,Debit Card,55-64,Mayo,3986,Male
235,2024-02-20,Mid Blue Slim Fit Ultra Flex Jeans,Men → Jeans,1,€48.00,€19.20,Credit Card,18-24,Mayo,11066,Female
236,2024-02-21,White Tie and Shirt Set,Men → Shirts,3,€105.00,€39.90,Credit Card,35-44,Wexford,16928,Female
237,2024-02-21,Grey Marl Panda Face Crew,Children → Boys Wear,3,€34.50,€17.59,Credit Card,25-34,Tipperary,14206,Male
238,2024-02-22,Fluro Shorts Two Pack,Children → Boys Wear,4,€70.00,€35.70,Debit Card,None,Kerry,2172,Female
239,2024-02-22,Black Skinny Fit Ultra Flex Jeans,Men → Jeans,1,€33.00,€13.20,Debit Card,25-34,Dublin,18781,Female
240,2024-02-22,Black Cigarette Trousers,Men → Trousers,1,€24.00,€11.76,CC,25-34,Cork,16034,Male
241,2024-02-22,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,4,€74.00,€37.74,Credit Card,25-34,Dublin,10409,Female
242,2024-02-22,Dark Blue Belted Jeans,Men → Jeans,1,€29.00,€11.60,Debit Card,None,Cork,18141,Female
243,2024-02-22,Dark Blue Belted Jeans,Men → Jeans,1,€29.00,€11.60,Credit Card,35-44,Kilkenny,12222,Female
244,23 Feb 2024,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,4,€74.00,€37.74,Debit Card,18-24,Tipperary,6657,Male
245,2024-02-23,White Short Sleeve Bird Print Shirt,Men → Shirts,1,€29.00,€11.02,Credit Card,35-44,Kildare,6718,Female
246,2024-02-23,Orange/Navy Shorts Three Pack,Children → Girls Wear,2,€33.00,€16.83,Credit Card,25-34,Dublin,8925,Male
247,2024-02-23,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,1,€ 26.00,€13.26,CC,25-34,Wicklow,8125,Female
248,2024-02-24,Black Skinny Fit Ultra Flex Jeans,Men → Jeans,1,€33.00,€13.20,Credit Card,25-34,Dublin,8403,Female
249,2024-02-24,Harriet Chambray Top,Women → Tops,1,€31.50,€17.50,Credit Card,25-34,Galway,7566,Male
250,2024-02-24,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,1,€ 17.50,€8.93,Debit Card,45-54,Cork,3974,Male
251,2024-02-24,Mid Blue Slim Fit Ultra Flex Jeans,Men → Jeans,1,€48.00,€19.20,Credit Card,25-34,Cork,7459,Female
252,2024-02-25,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,€ 29.00,€11.02,Debit Card,45-54,Roscommon,14816,Female
253,2024-02-25,1000 Thread Count Cotton Sateen Collection,Homeware → Bed Bath,2,€178.00,€62.30,Credit Card,35-44,Wicklow,1772,Female
254,2024-02-25,Woodel Wall Mirror,Homeware → Design,1,€ 66.00,€26.40,CC,18-24,Offaly,10447,Female
255,2024-02-25,Rose Print Prom Dress,Children → Girls Wear,2,€74.00,€37.74,Debit Card,None,Cork,1509,Male
256,2024-02-25,Navy Tailored Trousers,Men → Trousers,1,€42.00,€20.58,Debit Card,25-34,Wicklow,18069,Female
257,2024-02-26,White Polo Two Pack,Children → Girls Wear,1,€ 7.50,€3.83,Debit Card,25-34,Dublin,5622,Female
258,2024-02-26,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,1,€26.00,€13.26,Debit Card,35-44,Limerick,18169,Female
259,26 Feb 2024,Fancy Ballerina Shoes,Women → Shoes,1,€38.70,€15.05,Debit Card,25-34,Galway,7566,Male
260,2024-02-26,White Polo Two Pack,Children → Girls Wear,2,€15.00,€7.65,Credit Card,35-44,Laois,14856,Male
261,2024-02-26,Camp Stool,Homeware → Design,2,€33.00,€13.20,Credit Card,35-44,Dublin,8303,Female
262,2024-02-26,Black Skinny Fit Ultra Flex Jeans,Men → Jeans,1,€33.00,€13.20,CC,25-34,Dublin,7831,Male
263,2024-02-26,Black Single Cuff Shirt,Men → Shirts,3,€126.00,€47.88,CC,35-44,Dublin,6058,Prefer not to say
264,2024-02-26,Mola Headlamp,Homeware → Design,2,€77.40,€25.80,Credit Card,18-24,Laois,3934,Male
265,2024-02-26,Dawson Trolley,Homeware → Design,1,€51.30,€17.10,Credit Card,25-34,Dublin,13191,Female
266,2024-02-26,Black Full Length Leggings,Men → Trousers,1,€ 41.40,€17.94,Debit Card,45-54,Meath,5309,Female
267,2024-02-27,Woodel Wall Mirror,Homeware → Design,1,€66.00,€26.40,Credit Card,18-24,Dublin,10806,Male
268,2024-02-27,White Tie and Shirt Set,Men → Shirts,2,€70.00,€26.60,Debit Card,25-34,Kilkenny,4756,Male
269,2024-02-27,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,1,€17.50,€8.93,Debit Card,35-44,Meath,16262,Female
270,2024-02-27,Navy Linen Blend Dress,Women → Dresses,1,€30.00,€15.00,PayPal,35-44,Dublin,5129,Female
271,2024-02-28,Multi Llama Vests Three Pack,Children → Girls Wear,-1,€ 17.50,€8.93,CC,45-54,Kerry,16406,Female
272,2024-02-28,White Ric-Rac Dress,Women → Dresses,1,€45.90,€20.40,Debit Card,45-54,Westmeath,17772,Male
273,2024-02-28,Floral Embroidered Kaftan,Children → Girls Wear,3,€96.00,€48.96,Debit Card,25-34,Meath,4773,Prefer not to say
274,2024-02-28,White Tie and Shirt Set,Men → Shirts,3,€105.00,€39.90,Credit Card,25-34,Offaly,5257,Female
275,2024-03-01,Lattice Runner,Homeware → Design,2,€172.00,€68.80,Credit Card,18-24,Sligo,6589,Female
276,2024-03-01,Blue Floral Embroidered Mac,Children → Girls Wear,1,€ 35.00,€17.85,Debit Card,35-44,Clare,11222,Female
277,2024-03-01,1000 Thread Count Cotton Sateen Collection,Homeware → Bed Bath,1,€80.10,€22.25,Credit Card,25-34,Cork,5037,Female
278,2024-03-01,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,2,€52.00,€26.52,PayPal,25-34,Clare,5942,Female
279,2024-03-01,Two pack Stars Bed Set,Homeware → Bed Bath,2,€ 60.30,€16.75,Credit Card,25-34,Limerick,2528,Female
280,2024-03-01,Floral Embroidered Kaftan,Children → Girls Wear,1,€32.00,€16.32,Credit Card,45-54,Clare,8059,Female
281,2024-03-02,Leather Court Shoes,Women → Shoes,1,€33.30,€12.95,Debit Card,18-24,Cork,11881,Male
282,2024-03-02,White Polo Two Pack,Children → Girls Wear,1,€6.75,€3.08,Credit Card,45-54,Wicklow,10647,Prefer not to say
283,2024-03-02,Pennsylvania Notebooks,Homeware → Design,5,€57.50,€23.00,Credit Card,18-24,Dublin,3375,Male
284,2024-03-03,Ultimate Feels Like Down Duvet,Homeware → Bed Bath,2,€136.00,€47.60,Credit Card,35-44,Cork,13819,Female
285,2024-03-03,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,Credit Card,45-54,Kerry,3291,Male
286,2024-03-03,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,Credit Card,25-34,Wicklow,9412,Male
287,2024-03-03,Floral Embroidered Kaftan,Children → Girls Wear,1,€32.00,€16.32,Debit Card,65+,Wexford,13275,Female
288,2024-03-03,Tan Leather Woven Slingbacks,Men → Shoes,1,€43.00,€19.35,Debit Card,35-44,Limerick,7544,Female
289,2024-03-04,Orange/Navy Shorts Three Pack,Children → Girls Wear,1,€14.85,€6.76,Credit Card,25-34,Meath,15206,Male
290,2024-03-04,Black Single Cuff Shirt,Men → Shirts,3,€126.00,€47.88,Credit Card,25-34,Dublin,9537,Male
291,2024-03-04,Black Signature Point Court Shoes,Men → Shoes,1,€44.00,€19.80,Credit Card,25-34,Cork,16175,Female
292,2024-03-04,Black Jersey Denim Leggings,Men → Trousers,1,€57.00,€27.93,Credit Card,25-34,Dublin,6225,Female
293,2024-03-04,Metallic Cross Strap Block Heels,Men → Shoes,1,€65.00,€29.25,Debit Card,35-44,Wexford,3041,Prefer not to say
294,2024-03-04,Black Single Cuff Shirt,Men → Shirts,3,€113.40,€35.28,Credit Card,18-24,Clare,4029,Male
295,2024-03-04,Rose Print Prom Dress,Children → Girls Wear,1,€ 37.00,€18.87,Debit Card,45-54,Cork,3974,Male
296,2024-03-05,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,Debit Card,45-54,Offaly,9569,Female
297,2024-03-05,Woodel Wall Mirror,Homeware → Design,1,€66.00,€26.40,Credit Card,18-24,Sligo,16322,Female
298,2024-03-06,Pink Cheque Shirt Dress,Children → Girls Wear,1,€ 14.85,€6.76,PayPal,25-34,Kerry,5586,Male
299,2024-03-06,Black Skinny Fit Ultra Flex Jeans,Men → Jeans,1,€33.00,€13.20,Credit Card,18-24,Kildare,1866,Male
300,2024-03-06,Crinkle Velvet Bed Set,Homeware → Bed Bath,2,€110.00,€38.50,Credit Card,65+,Kildare,4947,Male
301,2024-03-06,Mola Headlamp,Homeware → Design,2,€77.40,€25.80,Credit Card,35-44,Dublin,6341,Male
302,06 Mar 2024,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,1,€21.50,€10.96,Credit Card,35-44,Donegal,19037,Female
303,2024-03-06,Navy Linen Blend Dress,Women → Dresses,1,€ 30.00,€15.00,Credit Card,35-44,Waterford,12159,Male
304,2024-03-06,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,€29.00,€11.02,CC,25-34,Tipperary,5853,Male
305,2024-03-06,Floral Embroidered Kaftan,Children → Girls Wear,1,€32.00,€16.32,Credit Card,35-44,Carlow,14644,Female
306,2024-03-06,White Tie and Shirt Set,Men → Shirts,5,€175.00,€66.50,Credit Card,45-54,Galway,15700,Male
307,2024-03-07,Dawson Trolley,Homeware → Design,1,€57.00,€22.80,Credit Card,25-34,Carlow,5840,Female
308,2024-03-07,Black Skinny Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Credit Card,18-24,Kilkenny,5398,Female
309,2024-03-07,Black Loose Fit Jeans with Stretch,Men → Jeans,1,€ 29.00,€11.60,Credit Card,55-64,Cavan,6772,Male
310,07 Mar 2024,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,5,€83.25,€37.92,Debit Card,25-34,Wicklow,4062,Male
311,2024-03-07,White Cropped Leggings,Men → Trousers,1,€35.00,€17.15,Credit Card,35-44,Dublin,1522,Female
312,2024-03-07,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,2,€52.00,€26.52,Credit Card,18-24,Meath,4405,Male
313,07 Mar 2024,Mid Blue Slim Fit Ultra Flex Jeans,Men → Jeans,1,€48.00,€19.20,Credit Card,45-54,Westmeath,3000,Female
314,2024-03-08,Orange/Navy Shorts Three Pack,Children → Girls Wear,1,€16.50,€8.41,Debit Card,35-44,Dublin,5578,Female
315,08 Mar 2024,Black Skinny Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Credit Card,18-24,Dublin,1944,Female
316,2024-03-08,Neutral Chino Trousers,Men → Trousers,1,€35.00,€17.15,Debit Card,35-44,Kerry,5807,Male
317,2024-03-08,Black Jersey Denim Leggings,Men → Trousers,-1,€57.00,€27.93,Credit Card,45-54,Dublin,7481,Female
318,08 Mar 2024,Camp Stool,Homeware → Design,6,€99.00,€39.60,Credit Card,18-24,Cork,7156,Female
319,2024-03-08,Mola Headlamp,Homeware → Design,2,€ 86.00,€34.40,Credit Card,35-44,Kerry,2769,Female
320,2024-03-08,White Cropped Leggings,Men → Trousers,1,€ 35.00,€17.15,CC,35-44,Dublin,3056,Female
321,2024-03-08,Set of 3 Animal Canvas Prints,Homeware → Design,1,€23.50,€9.40,Credit Card,25-34,Cork,6087,Female
322,2024-03-08,Chevron Pattern Towering Heels,Men → Shoes,1,€57.00,€25.65,Debit Card,25-34,Dublin,8403,Female
323,2024-03-09,Mid Blue Straight Fit Jeans,Men → Jeans,2,€76.00,€30.40,Debit Card,18-24,Tipperary,6675,Female
324,2024-03-09,Double Wall Mug,Homeware → Design,1,€12.50,€5.00,Credit Card,25-34,Galway,14694,Female
325,2024-03-09,1000 Thread Count Cotton Sateen Collection,Homeware → Bed Bath,3,€267.00,€93.45,Credit Card,25-34,Dublin,10356,Male
326,2024-03-09,White Colour Block T-Shirt,Children → Boys Wear,2,€45.00,€22.95,Credit Card,35-44,Dublin,12337,Female
327,2024-03-09,Black Loose Fit Jeans with Stretch,Men → Jeans,1,€ 29.00,€11.60,Credit Card,45-54,Monaghan,18616,Male
328,2024-03-09,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,Debit Card,35-44,Galway,3231,Female
329,2024-03-09,Fluro Shorts Two Pack,Children → Boys Wear,1,€17.50,€8.93,Credit Card,45-54,Mayo,12891,Male
330,2024-03-09,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,1,€17.50,€8.93,Debit Card,45-54,Dublin,6200,Male
331,2024-03-10,Black Single Cuff Shirt,Men → Shirts,1,€42.00,€15.96,Debit Card,25-34,Wexford,5700,Female
332,2024-03-10,Grey Marl Panda Face Crew,Children → Boys Wear,2,€20.70,€9.43,PayPal,45-54,Tipperary,3868,Female
333,2024-03-10,Grey Marl Panda Face Crew,Children → Boys Wear,1,€ 11.50,€5.87,Credit Card,45-54,Dublin,4877,Female
334,2024-03-10,Orange/Navy Shorts Three Pack,Children → Girls Wear,2,€33.00,€16.83,Credit Card,45-54,Limerick,16525,Female
335,2024-03-10,White Polo Two Pack,Children → Girls Wear,2,€15.00,€7.65,Debit Card,65+,Cork,12750,Female
336,2024-03-11,Multi Short Sleeve Character T-shirt,Children → Boys Wear,1,€16.50,€8.41,Credit Card,35-44,Tipperary,5499,Female
337,2024-03-11,Black Single Cuff Shirt,Men → Shirts,3,€126.00,€47.88,Debit Card,25-34,Cork,1969,Male
338,2024-03-11,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,3,€52.50,€26.77,Debit Card,25-34,Dublin,1625,Female
339,2024-03-11,Blue Floral Embroidered Mac,Children → Girls Wear,1,€35.00,€17.85,Credit Card,25-34,Donegal,16672,Female
340,2024-03-11,White Colour Block T-Shirt,Children → Boys Wear,2,€40.50,€18.45,Credit Card,18-24,Cavan,7850,Female
341,2024-03-12,Nude Peep Toe Cork Wedges,Men → Shoes,2,€88.00,€39.60,Debit Card,35-44,Tipperary,2791,Male
342,2024-03-12,Two pack Stars Bed Set,Homeware → Bed Bath,1,€30.15,€8.38,CC,35-44,Kerry,6312,Male
343,2024-03-12,Rose Print Prom Dress,Children → Girls Wear,1,€37.00,€18.87,Credit Card,55-64,Dublin,15562,Male
344,2024-03-12,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,1,€ 17.50,€8.93,Debit Card,25-34,Dublin,5887,Female
345,2024-03-13,Black Skinny Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Credit Card,35-44,Dublin,10753,Female
346,2024-03-13,Mid Blue Straight Fit Jeans,Men → Jeans,2,€76.00,€30.40,Debit Card,25-34,Dublin,4298,Female
347,2024-03-13,Black Skinny Fit Ultra Flex Jeans,Men → Jeans,-1,€33.00,€13.20,Credit Card,35-44,Limerick,18669,Female
348,2024-03-13,Lattice Runner,Homeware → Design,4,€344.00,€137.60,Credit Card,55-64,Meath,16250,Female
349,2024-03-13,Mid Blue Straight Fit Jeans,Men → Jeans,2,€ 76.00,€30.40,Credit Card,25-34,Clare,13416,Male
350,13 Mar 2024,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,2,€ 35.00,€17.85,Credit Card,35-44,Dublin,5512,Female
351,2024-03-14,Black Geo Jacquard Dress,Women → Dresses,2,€66.60,€29.60,Debit Card,18-24,Laois,4664,Male
352,2024-03-14,Chevron Pattern Towering Heels,Women → Shoes,1,€51.30,€19.95,Debit Card,18-24,Dublin,12253,Female
353,2024-03-14,Floral Embroidered Kaftan,Children → Girls Wear,1,€32.00,€16.32,Debit Card,35-44,Donegal,17616,Male
354,2024-03-14,White Tie and Shirt Set,Men → Shirts,2,€70.00,€26.60,Credit Card,45-54,Limerick,9962,Male
355,2024-03-14,Nude Peep Toe Cork Wedges,Men → Shoes,2,€88.00,€39.60,Credit Card,25-34,Cork,14266,Male
356,2024-03-15,Black Skinny Fit Jeans with Stretch,Men → Jeans,1,€41.40,€13.80,Debit Card,35-44,Kerry,1550,Female
357,2024-03-15,Long Sleeve Swing Shirt,Women → Tops,1,€31.50,€17.50,Debit Card,18-24,Cork,11881,Male
358,2024-03-15,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,€29.00,€11.02,Debit Card,25-34,Kilkenny,10750,Male
359,2024-03-15,Mid Blue Slim Fit Ultra Flex Jeans,Men → Jeans,2,€86.40,€28.80,Credit Card,45-54,Dublin,7466,Male
360,2024-03-16,Ultimate Feels Like Down Duvet,Homeware → Bed Bath,2,€ 136.00,€47.60,Debit Card,45-54,Kildare,4887,Female
361,2024-03-16,Dark Blue Belted Jeans,Men → Jeans,1,€ 29.00,€11.60,Credit Card,25-34,Cork,4909,Female
362,2024-03-16,Lyle & Scott Oxford Shirt,Men → Shirts,3,€ 189.00,€71.82,Credit Card,35-44,Meath,5742,Male
363,2024-03-16,Dark Ink Slim Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Credit Card,45-54,Dublin,16300,Female
364,2024-03-16,Cobalt Corbed Sandals,Children → Boys Wear,1,€16.65,€7.58,Voucher,55-64,Kilkenny,3434,Male
365,2024-03-16,Dark Ink Slim Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Debit Card,35-44,Dublin,2984,Male
366,2024-03-16,Navy/White Long Sleeve Gingham Cheque Shirt,Men → Shirts,2,€58.00,€22.04,Credit Card,18-24,Sligo,11084,Prefer not to say
367,2024-03-17,Fluro Shorts Two Pack,Children → Boys Wear,3,€ 52.50,€26.77,PayPal,25-34,Cork,13712,Prefer not to say
368,2024-03-17,Rose Print Prom Dress,Children → Girls Wear,-1,€37.00,€18.87,Debit Card,35-44,Mayo,17147,Male
369,2024-03-17,Rose Print Prom Dress,Children → Girls Wear,2,€74.00,€37.74,Credit Card,35-44,Kildare,3419,Female
370,2024-03-17,Black Skinny Fit Jeans with Stretch,Men → Jeans,-1,€46.00,€18.40,Credit Card,25-34,Mayo,17450,Female
371,2024-03-17,Black Single Cuff Shirt,Men → Shirts,1,€42.00,€15.96,Credit Card,35-44,Westmeath,13537,Female
372,18 Mar 2024,Pennsylvania Notebooks,Homeware → Design,6,€69.00,€27.60,Credit Card,35-44,Carlow,19516,Female
373,2024-03-18,White Colour Block T-Shirt,Children → Boys Wear,3,€67.50,€34.42,Debit Card,35-44,Galway,5284,Male
374,2024-03-18,Leather Court Shoes,Men → Shoes,1,€ 37.00,€16.65,Credit Card,25-34,Dublin,10769,Male
375,2024-03-18,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,Credit Card,18-24,Limerick,15537,Male
376,2024-03-18,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,3,€ 52.50,€26.77,Debit Card,18-24,Tipperary,1253,Prefer not to say
377,2024-03-18,Metallic Cross Strap Block Heels,Men → Shoes,1,€ 65.00,€29.25,Debit Card,25-34,Mayo,17450,Female
378,2024-03-18,Cydney Plaid Shirt,Women → Tops,3,€153.90,€85.50,PayPal,35-44,Kilkenny,2450,Female
379,2024-03-18,White Ric-Rac Dress,Women → Dresses,1,€45.90,€20.40,Credit Card,18-24,Kilkenny,14931,Female
